"Результаты","табулирования","многочлена","по","схеме","Горнера"
"Интервал","от","0.0","до","1.0","с","шагом","0.1"
"0","1","1","0"
"0,1","1,245","1,245","0"
"0,2","1,6","1,6","0"
"0,3","2,095","2,095","0"
"0,4","2,76","2,76","0"
"0,5","3,625","3,625","0"
"0,6","4,72","4,72","0"
"0,7","6,075","6,075","0"
"0,8","7,72","7,72","0"
"0,9","9,685","9,685","0"
"1","12","12","0"
